id,name,neighbourhood,neighbourhood_cleansed,room_type,price,latitude,longitude
1944,bright & airy Pberg/Mitte 3 months or more,"Berlin, Germany",Brunnenstr. Nord,Private room,$20.00,52.54425,13.39749
2015,Berlin-Mitte Value! Quiet courtyard/very central,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$59.00,52.53454,13.40256
3176,Fabulous Flat in great Location,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$90.00,52.535,13.41758
3309,BerlinSpot Schöneberg near KaDeWe,"Berlin, Germany",Schöneberg-Nord,Private room,$29.00,52.49885,13.34906
6883,Stylish East Side Loft in Center with AC & 2 bikes,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$79.00,52.51171,13.454770000000002
7071,BrightRoom with sunny greenview!,"Berlin, Germany",Helmholtzplatz,Private room,$33.00,52.54316,13.41509
9991,Geourgeous flat - outstanding views,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$180.00,52.53303,13.41605
14325,Apartment in Prenzlauer Berg,,Prenzlauer Berg Nordwest,Entire home/apt,$70.00,52.54785,13.40556
16644,In the Heart of Berlin - Kreuzberg,"Berlin, Germany",nördliche Luisenstadt,Entire home/apt,$90.00,52.50479,13.4351
17904,Beautiful Kreuzberg studio/fast WiFi,,südliche Luisenstadt,Entire home/apt,$49.00,52.49578,13.42194
20858,Designer Loft in Berlin Mitte,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$159.00,52.53695,13.40762
21869,Studio in the Heart of Kreuzberg,"Berlin, Germany",nördliche Luisenstadt,Entire home/apt,$70.00,52.50273000000001,13.43462
22438,WOHNUNG IN BERLIN ★ MITTE,,Brunnenstr. Nord,Entire home/apt,$65.00,52.53445,13.388370000000002
22677,Prenzel garden with leafy terrace (quiet Guests),"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$160.00,52.53435,13.40558
23834,Apartment in the heart of Berlin,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$65.00,52.48971,13.37975
24569,Sunny & Wheelchair accessible,,Prenzlauer Berg Südwest,Entire home/apt,$211.00,52.53079,13.418079999999998
25653,Sunny & stylish 150 sqm apartment,,Prenzlauer Berg Süd,Entire home/apt,$90.00,52.53026,13.41947
28156,Beautiful apartment in Prenzlauer Berg,,Prenzlauer Berg Nordwest,Entire home/apt,$80.00,52.54671999999999,13.405120000000002
29279,Quiet 2 rooms next Helmholtzplatz,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$80.00,52.54179,13.42388
30295,PEACEFUL FLAT WITH VINTAGE TOUCH IN PRENZLAUERBERG,,Helmholtzplatz,Entire home/apt,$124.00,52.54597,13.42236
33043,Central Bright Bellevue Free Parking WIFI 4G,,Moabit Ost,Entire home/apt,$62.00,52.52195,13.3559
33728,Kurfürstendamm-Apartment with Wifi from 15. March,,Halensee,Entire home/apt,$27.00,52.49717,13.30405
35152,Private Room w/ own bath in Design Mitte Loft,"Berlin, Germany",Brunnenstr. Süd,Private room,$75.00,52.53506,13.39699
36480,ChimaysaberlinB&B Single Bedroom,"Berlin, Germany",Otto-Suhr-Allee,Private room,$35.00,52.51968000000001,13.30209
37004,WONDERFUL ROOM for a bubble in Berlin Central,"Berlin, Germany",Schöneberg-Nord,Private room,$35.00,52.49376,13.36408
37836,Weekend in Berlin Party Center - II,"Berlin, Germany",südliche Luisenstadt,Private room,$40.00,52.49847,13.440129999999998
38074,3 months min stay in the heart of Prenzlauer Berg!,"Berlin, Germany",Prenzlauer Berg Süd,Entire home/apt,$84.00,52.537130000000005,13.424729999999998
40600,room-artist loft berlin kreuzberg,,Tempelhofer Vorstadt,Private room,$53.00,52.48844,13.4206
41217,Beautiful room,"Berlin, Germany",Prenzlauer Berg Südwest,Private room,$43.00,52.53641,13.41231
41306,"Schöner Altbau, 6 min zum Alexanderpatz.","Berlin, Germany",Prenzlauer Berg Süd,Private room,$49.00,52.530280000000005,13.42348
42742,Spacious 35m2 in Central Apartment,"Berlin, Germany",südliche Luisenstadt,Private room,$37.00,52.49667,13.44034
42809,The Berlin Artist Apartment.,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$119.00,52.51099,13.45642
44083,Riverside View Apartment,,Alt  Treptow,Private room,$42.00,52.4904,13.44085
44423,Lovely accommodation in Berlin,"Berlin, Germany",Frankfurter Allee Süd FK,Private room,$56.00,52.508880000000005,13.45636
47938,Lovely 2 BR flat in Prenzlauer Berg,,Prenzlauer Berg Südwest,Entire home/apt,$169.00,52.53219,13.41988
54952,Riverfront Panorama,"Berlin, Germany",Alexanderplatz,Private room,$45.00,52.52264,13.3881
55853,Hauptstadt-Domizil,,Neue Kantstraße,Entire home/apt,$58.00,52.5034,13.29203
57049,130 sqm with a view on Mauer Park,"Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$230.00,52.54787,13.40417
57209,Top apartment in Mitte-Arkonaplatz,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$81.00,52.53683,13.398970000000002
58041,Apt. in a historic ambience+Wifi from,,Alexanderplatz,Entire home/apt,$50.00,52.52771,13.3909
58780,light quiet beautiful 4 room flat,,Prenzlauer Berg Süd,Entire home/apt,$118.00,52.5342,13.42671
62613,Super Apartment in Berlin/Kreuzberg,,südliche Luisenstadt,Entire home/apt,$85.00,52.49729,13.42297
63052,"Beautiful, quiet, clean & central.",,Neuköllner Mitte/Zentrum,Private room,$40.00,52.46892,13.43454
64014,"Rooftop apt. w/ grand view, 2 bedrooms,2 bathrooms","Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$154.00,52.54076,13.4043
64590,Great apt. w. balcony directly on the canal!,,südliche Luisenstadt,Entire home/apt,$118.00,52.49519,13.423979999999998
68142,Cute sunny room in Friedrichshain,"Berlin, Germany",Frankfurter Allee Nord,Private room,$29.00,52.52489,13.45386
68448,Quiet studio in Prenzlauer Berg near Mauerpark,"Berlin, Germany",Prenzlauer Berg Nord,Entire home/apt,$60.00,52.5498,13.41596
72079,"Italian Design at Kudamm ,WiFi DSL free","Berlin, Germany",Kantstraße,Entire home/apt,$83.00,52.5078,13.31871
74614,City apartment in Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$280.00,52.5377,13.40854
80843,Berlin City Studio Apt.,"Berlin, Germany",Schmargendorf,Entire home/apt,$49.00,52.48086,13.289979999999998
81049,Lux.2BR Apart.Berlin Mitte -Licensed!,"Berlin, Germany",Regierungsviertel,Entire home/apt,$155.00,52.52141999999999,13.389829999999998
81081,Beautiful Prenzlauer Berg Apt,,Prenzlauer Berg Nord,Entire home/apt,$66.00,52.54968,13.41528
82893,Apartment 2 Mitte,,Brunnenstr. Süd,Entire home/apt,$75.00,52.532,13.38285
83614,Spacious Prenzlauer Berg Apartment in Quiet Street,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$131.00,52.54677,13.41894
85560,Apartment 1 in Berlin,,Brunnenstr. Süd,Entire home/apt,$79.00,52.53182,13.3823
86055,Luxury holiday apartment in Berlin,,Wedding Zentrum,Entire home/apt,$90.00,52.55356999999999,13.37302
86090,spacious and cozy living in PrenzlBerg,,Prenzlauer Berg Nord,Entire home/apt,$79.00,52.545840000000005,13.42612
86514,"Apartment in the heart of Berlin, Kreuzberg",,südliche Luisenstadt,Entire home/apt,$76.00,52.49821,13.44178
87549,Independent room in green Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Private room,$50.00,52.49616,13.373970000000002
89102,Bright loft in the Kastanienallee,,Prenzlauer Berg Südwest,Entire home/apt,$129.00,52.54053,13.40995
91290,Gardenside flat for 2-3 guests,,Reuterstraße,Entire home/apt,$60.00,52.49004,13.42619
102882,STORAGE APARTMENT URBAN,,Tempelhofer Vorstadt,Entire home/apt,$521.00,52.488780000000006,13.42196
106331,Beautiful flat in Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Süd,Entire home/apt,$74.00,52.5337,13.4367
109658,Spacious Studio Apartment in Berlin,"Berlin, Germany",Frankfurter Allee Nord,Entire home/apt,$89.00,52.52426,13.45207
111579,IN THE CENTER OF BERLIN.....,,Alexanderplatz,Entire home/apt,$75.00,52.5272,13.409529999999998
114763,In the heart of Berlin!,"Berlin, Germany",Schöneberg-Süd,Entire home/apt,$135.00,52.48805,13.35325
115576,Bed and Garden,,Blankenfelde/Niederschönhausen,Entire home/apt,$75.00,52.5815,13.39786
116057,Apartment near Kudamm (WLAN / WiFi),,Halensee,Entire home/apt,$86.00,52.493480000000005,13.29604
117649,F43 - your base for Berlin,,südliche Luisenstadt,Entire home/apt,$68.00,52.500040000000006,13.44265
127708,Design Jewel in the midst of MITTE!,,Alexanderplatz,Entire home/apt,$92.00,52.52536,13.40488
128827,Gorgeous Home in the Heart of East Berlin,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$59.00,52.50948,13.46119
135097,Near KaDeWe & Kurfürstendamm,"Berlin, Germany",Schöneberg-Nord,Entire home/apt,$48.00,52.500890000000005,13.34692
143605,""" Berlin Fuffa's 40m2  apartment ""","Berlin, Germany",Schillerpromenade,Entire home/apt,$55.00,52.476780000000005,13.42437
145249,Private Wing of Penthouse - Terrace,"Berlin, Germany",Frankfurter Allee Nord,Private room,$70.00,52.51819,13.46122
145561,Bright & Quiet Home! Very central!,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$65.00,52.49381,13.39636
147339,LOVELY APARTMENT - CENTRAL - QUIET,,Schöneberg-Süd,Entire home/apt,$50.00,52.48174,13.359470000000002
147564,1-room apartment in Kreuzkölln/WIFI,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$27.00,52.49611,13.42257
147946,1-room-flat in Prenzlauer Berg/WIFI,"Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$28.00,52.54855,13.40852
147953,1-room apartment in Schöneberg/WIFI,"Berlin, Germany",Schöneberg-Süd,Entire home/apt,$28.00,52.48864,13.3604
151249,"Quiet, Terrasse, cats, baby equiped","Berlin, Germany",Südliche Friedrichstadt,Entire home/apt,$80.00,52.49678,13.41679
156010,TWO ROOM APARTMENT ALEXANDERPLATZ,,Alexanderplatz,Entire home/apt,$36.00,52.51554,13.42447
157839,1 room in typical berlin-style apt.,"Berlin, Germany",Moabit West,Private room,$38.00,52.53083,13.34221
159454,"Bright, Charming and Modern Altbau","Berlin, Germany",Schmargendorf,Entire home/apt,$161.00,52.47919,13.31
162111,"Sunny, cosy room + holland bicycle!",,Rixdorf,Private room,$35.00,52.47729,13.446179999999998
163411,Ample parkside apartment Kreuzberg,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$110.00,52.49738000000001,13.436370000000002
168615,STAYINTOWN - Apartment in Berlin,,Blankenburg/Heinersdorf/Märchenland,Entire home/apt,$49.00,52.58055,13.44539
169907,Cozy Berlin nest with great access,"Berlin, Germany",Friedenau,Private room,$30.00,52.46981,13.330370000000002
170652,2-room apartment. Mauerpark TOP!,,Brunnenstr. Nord,Private room,$50.00,52.5453,13.39729
171609,Famous WATERTOWER in Berlin,,Prenzlauer Berg Südwest,Private room,$65.00,52.535230000000006,13.41945
171746,Lovely oasis in heart of Prenzlberg,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$47.00,52.54411,13.4141
173153,Beautiful flat 95m² in Berlin Mitte,,Prenzlauer Berg Südwest,Entire home/apt,$80.00,52.53055,13.40702
174391,BERLIN The most central!,,Alexanderplatz,Private room,$42.00,52.52886,13.39684
174547,Berlin City Apartment 1with WiFi,,Alexanderplatz,Entire home/apt,$103.00,52.511,13.41595
174560,"2 apartment in Berlin Center, WiFi",,Alexanderplatz,Entire home/apt,$78.00,52.51073,13.41791
174576,Berlin City Suite 3 mit W-Lan,,Alexanderplatz,Entire home/apt,$103.00,52.5094,13.41623
174579,Berlin City Studio 4 mit W-Lan,,Alexanderplatz,Entire home/apt,$78.00,52.50905,13.41556
175667,"calm, sunny and central apartment",,Schöneberg-Süd,Entire home/apt,$39.00,52.49138000000001,13.34331
176342,11C Landmark/Checkpoint Charlie/120m2/2BATH/3BR,"Berlin, Germany",Südliche Friedrichstadt,Entire home/apt,$296.00,52.50254,13.39134
176355,11A Landmark/Checkpoint Charlie/110m2/2BATH/2BR,"Berlin, Germany",Südliche Friedrichstadt,Entire home/apt,$276.00,52.50254,13.39134
176396,Quiet room direct to metro station,"Berlin, Germany",Ost 2,Private room,$21.00,52.572030000000005,13.35079
176852,Big & sunny apartment in Kreuzberg,,südliche Luisenstadt,Entire home/apt,$70.00,52.493,13.44089
177486,"Comfy bright studio flat, 1-3 Pers.",,Volkspark Wilmersdorf,Entire home/apt,$59.00,52.47894,13.32716
178347,Design Apartment Berlin Neukölln,"Berlin, Germany",Reuterstraße,Entire home/apt,$76.00,52.48865,13.42896
179102,"registered, legal hughe penthouse for 1-2 families","Berlin, Germany",Pankow Zentrum,Entire home/apt,$170.00,52.56868000000001,13.39969
180440,CITY STUDIO WEST@ Kurfürstendamm(monthly discount),"Berlin, Germany",Neue Kantstraße,Entire home/apt,$43.00,52.50065,13.301620000000002
181638,Lovely apt in Berlin! (28.07.'17-31.07.'18),,Parkviertel,Entire home/apt,$25.00,52.55562,13.34055
181810,Calm & Cozy in Lovely Central Historical Quarter,"Berlin, Germany",Tempelhof,Entire home/apt,$55.00,52.48552,13.39262
183206,Cosy Studio with balcony in Mitte,"Berlin, Germany",Alexanderplatz,Entire home/apt,$45.00,52.52735,13.38986
183988,Luxury Ku'damm Studio +  Bikes 4you,,Neue Kantstraße,Entire home/apt,$59.00,52.50001,13.30349
185960,bright and large furnished room,,Reuterstraße,Private room,$29.00,52.48351,13.43555
186663,Apartment Berlin TW Mexikoplatz,,Zehlendorf  Nord,Entire home/apt,$90.00,52.43431,13.22955
186717,STYLISH RENOVATED STUDIO APARTMENT,,Reuterstraße,Entire home/apt,$54.00,52.48514,13.43413
186851,"CasaKaiser, 2 room apartment","Berlin, Germany",Schöneberg-Nord,Entire home/apt,$33.00,52.492830000000005,13.348729999999998
188922,Stay in Prenzlauerberg Berlin !,,Prenzlauer Berg Südwest,Entire home/apt,$45.00,52.53049,13.41471
189288,Townhouse Altenescher Weg,,Prenzlauer Berg Ost,Entire home/apt,$105.00,52.538140000000006,13.45553
189596,Mitte Miniloft apartment w. terrace,,Brunnenstr. Süd,Entire home/apt,$80.00,52.53046,13.39889
190448,Modernes Studioapartment Berlin,,Buckow Nord,Entire home/apt,$52.00,52.44149,13.46193
191023,2-Room-Apartment in Berlin-Mitte,,Alexanderplatz,Private room,$55.00,52.51178,13.40751
192050,Perfect for 5 + WLAN near (URL HIDDEN),,Pankow Süd,Entire home/apt,$48.00,52.57241,13.421870000000002
193601,"Well located, cozy 2 rooms apartment, all close by",,Pankow Süd,Entire home/apt,$75.00,52.55522,13.42307
194124,Luxury Property,"Berlin, Germany",Halensee,Entire home/apt,$88.00,52.49575,13.2971
194374,Cottage in the city with garden,"Berlin, Germany",Karlshorst,Entire home/apt,$65.00,52.4766,13.50838
194465,Beautiful Loft-Studio with garden,,Karl-Marx-Allee-Nord,Entire home/apt,$75.00,52.52044,13.44498
194546,Central modern 2-room flat in Mitte,,Alexanderplatz,Entire home/apt,$52.00,52.50645,13.41705
195413,Residential floor space in Mexicopl,,Zehlendorf  Nord,Entire home/apt,$230.00,52.43469,13.23076
197291,"App. w garden, firepl. a. whirlpool",,Blankenburg/Heinersdorf/Märchenland,Entire home/apt,$119.00,52.58089,13.44377
198239,Fanstastic Studio Loft in Kreuzberg,"Berlin, Germany",nördliche Luisenstadt,Entire home/apt,$76.00,52.50444,13.41559
198584,"Oriental Style Room, Kudamm / Zoo",,Düsseldorfer Straße,Private room,$42.00,52.49889,13.32386
200125,TOP apartment in art nouveau villa,"Berlin, Germany",Zehlendorf  Nord,Entire home/apt,$89.00,52.43704,13.22343
203634,Exclusive penthouse in Prenz Berg,,Helmholtzplatz,Entire home/apt,$155.00,52.54301,13.41525
205296,4* apartment in quiet south Berlin,,Rudow,Entire home/apt,$100.00,52.41235,13.50031
206021,"Nice sunny room ,Central area...you",,Mierendorffplatz,Private room,$35.00,52.524640000000005,13.29949
206454,Hot Spot Berlin-Mitte apartment!,,Brunnenstr. Süd,Entire home/apt,$120.00,52.532030000000006,13.40097
207740,Schicke Garten-Maisonette in Kreuzberg,"Berlin, Germany",nördliche Luisenstadt,Entire home/apt,$195.00,52.50042,13.43578
208495,CENTRAL VINTAGE-MODERN FLAT,,Frankfurter Allee Süd FK,Entire home/apt,$150.00,52.51275,13.46358
209649,Berlin Center – Charlottenburg Wilmersdorf,"Berlin, Germany",Kantstraße,Private room,$42.00,52.51079,13.30216
210734,VERY CENTRAL AND COSY,,Moabit West,Entire home/apt,$175.00,52.52183,13.33318
212470,furnished room in beautiful old app,,Tempelhofer Vorstadt,Private room,$40.00,52.497780000000006,13.38337
214491,"enchanting room in the centre,",,Alexanderplatz,Private room,$35.00,52.52076,13.38192
214518,Chimaysaberlin B&B Front Double Bed,"Berlin, Germany",Otto-Suhr-Allee,Private room,$45.00,52.5189,13.3009
220445,Apt. Near Charlottenburg Palace,,Mierendorffplatz,Entire home/apt,$45.00,52.5247,13.29956
221015,clean calm cosy central Berlin Wedding apartment,"Berlin, Germany",Wedding Zentrum,Entire home/apt,$57.00,52.54063000000001,13.35147
222784,"Quiet-central-balcony-WiFi, (min 30 days)","Berlin, Germany",Moabit West,Entire home/apt,$35.00,52.5298,13.340370000000002
223622,1 bedroom in Berlin Friedrichshain,,Karl-Marx-Allee-Süd,Entire home/apt,$45.00,52.51503,13.44385
226108,Homely flat in the heart of Berlin,,Alexanderplatz,Entire home/apt,$70.00,52.529140000000005,13.40294
228964,super Wohnung MITTEndrin!,,Alexanderplatz,Private room,$45.00,52.52438000000001,13.40736
229075,Sun-drenched three-room-apartment,,südliche Luisenstadt,Entire home/apt,$75.00,52.49436,13.42913
229099,Nice room near airport Berlin BER,,Altglienicke,Private room,$35.00,52.40355,13.533729999999998
229348,Excl. Studio A Mitte/Hansaviertel,,Moabit Ost,Entire home/apt,$79.00,52.51991999999999,13.34149
229363,Excl. Studio B Mitte/Hansaviertel,,Moabit Ost,Entire home/apt,$79.00,52.52206999999999,13.34353
229776,Cosy room in Mitte / Rosenthaler Platz,"Berlin, Germany",Alexanderplatz,Private room,$50.00,52.52861,13.405270000000002
230611,4 bedroom holiday house Berlin,,Lichtenrade,Entire home/apt,$80.00,52.39269,13.39163
231220,"1 Room Apartment, Charlottenburg",,Westend,Entire home/apt,$30.00,52.5119,13.28474
231598,Apartment Berlin,,Schöneberg-Nord,Entire home/apt,$35.00,52.49176,13.35144
233083,2-bed-loft-dwelling designers flat,,Neue Kantstraße,Entire home/apt,$98.00,52.50397,13.29597
233453,Pretty room in Neukölln/Sonnenallee,"Berlin, Germany",Reuterstraße,Private room,$32.00,52.48417,13.43728
233770,Holiday apartment in Berlin's Green,,Mahlsdorf,Entire home/apt,$59.00,52.47588,13.60761
236509,"Berlin City Center, Great Vista",,Alexanderplatz,Entire home/apt,$82.00,52.51579,13.41855
237372,"Ferien an der Kastanienallee, 2 bedroom",,Prenzlauer Berg Südwest,Entire home/apt,$84.00,52.53697,13.408920000000002
237670,Apartment Burde 2,,Buckow Nord,Entire home/apt,$45.00,52.44142,13.46075
238396,"Within the city, calm and leafy","Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$30.00,52.532140000000005,13.41519
239139,"Central, Berlin Mitte, 4 Pers.","Berlin, Germany",Brunnenstr. Süd,Private room,$55.00,52.53625,13.39795
240169,"Berlin, Neukölln, Room B","Berlin, Germany",Rixdorf,Private room,$22.00,52.47917,13.437870000000002
240735,I want Berlin!,"Berlin, Germany",Biesdorf,Private room,$29.00,52.49958,13.55798
241399,Bed & PoP ** DDR - GREEN ROOM,,Frankfurter Allee Süd FK,Shared room,$30.00,52.51439,13.45649
242794,Elegant renovated apartment 72 m2,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$100.00,52.51487,13.45561
242908,Holiday Apartment in Berlin Wannsee with balcony,"Berlin, Germany",Zehlendorf  Südwest,Entire home/apt,$75.00,52.41558,13.164179999999998
242927,Holiday Rental in Berlin Wannsee with small garden,"Berlin, Germany",Zehlendorf  Südwest,Entire home/apt,$75.00,52.41581,13.16446
242978,Exclusive one-bedroom apartment,,Moabit West,Entire home/apt,$62.00,52.52826,13.33044
243057,"rooftop-apartement ""Blueberry Hill""  Berlin center","Berlin, Germany",Moabit West,Entire home/apt,$190.00,52.53066999999999,13.33532
243063,Holiday apartment in Berlin Mitte,,Brunnenstr. Süd,Entire home/apt,$70.00,52.5285,13.390670000000002
243081,"Living with style, apartment 2",,Brunnenstr. Süd,Entire home/apt,$80.00,52.5293,13.39084
243238,Blue Jewel in Green Borough,,Johannisthal,Entire home/apt,$68.00,52.44596,13.49778
245744,Apartment in central Berlin,,Regierungsviertel,Entire home/apt,$150.00,52.521980000000006,13.39059
245781,1-room FewWo near Alexanderplatz,,Karl-Marx-Allee-Nord,Entire home/apt,$70.00,52.524840000000005,13.42447
245809,2-bedroom apartment Prenzlauer Berg,,Prenzlauer Berg Nord,Entire home/apt,$90.00,52.54401,13.43987
245827,2-bedroom apartment Gendarmenmarkt,,Regierungsviertel,Entire home/apt,$93.00,52.51155,13.400529999999998
245991,World stroller's club 2,,West 2,Entire home/apt,$25.00,52.58422,13.23114
246007,World stroller's club 1,,West 2,Entire home/apt,$21.00,52.58203,13.230720000000002
250007,Exotic holiday apartment in Berlin,"Berlin, Germany",Schöneberg-Nord,Entire home/apt,$59.00,52.49511999999999,13.35251
250015,Business Apartment am KaDeWe,,Düsseldorfer Straße,Entire home/apt,$70.00,52.49673000000001,13.33521
250023,Family- Apartment am KaDeWe 2,,Düsseldorfer Straße,Entire home/apt,$50.00,52.49771,13.33626
250030,Quiet city centre Studio Apartment,"Berlin, Germany",Düsseldorfer Straße,Entire home/apt,$45.00,52.49609,13.335120000000002
250121,Cosy single room,,Prenzlauer Berg Südwest,Private room,$54.00,52.53137,13.408129999999998
250138,Nice double room,,Prenzlauer Berg Südwest,Private room,$63.00,52.53098000000001,13.40699
250171,Great Double bedroom,,Prenzlauer Berg Südwest,Private room,$60.00,52.53027,13.40789
250253,Apartment: Luise in Berlin,,Otto-Suhr-Allee,Entire home/apt,$98.00,52.51792,13.30729
250376,Enchanting 142 m²  (1530 ft² ) Art Loft - Room,"Berlin, Germany",Frankfurter Allee Süd FK,Private room,$140.00,52.512130000000006,13.45229
250684,Lovely four bedroom,,Prenzlauer Berg Südwest,Private room,$94.00,52.52997,13.4078
250687,Apollo Apartments 1,,Schöneberg-Süd,Entire home/apt,$65.00,52.48471,13.35982
250704,Holiday Apartment with Garden,,Marienfelde,Entire home/apt,$62.00,52.42298,13.37529
250707,Apartment: Friederike in Berlin,,Otto-Suhr-Allee,Entire home/apt,$61.00,52.51792,13.30729
250729,Apartment: Grazer Gärten in Berlin,,Friedenau,Entire home/apt,$75.00,52.470130000000005,13.34851
250753,Apartment: Großer Kurfürst,,Tiergarten Süd,Entire home/apt,$98.00,52.49953000000001,13.36546
250871,Big 1-room-apartment!,"Berlin, Germany",Schöneberg-Süd,Entire home/apt,$63.00,52.485380000000006,13.34681
251398,Modern Room in a nice Environment,,Heerstraße Nord,Private room,$40.00,52.51604,13.17573
252699,*** modern-cozy-design apartment,,Karl-Marx-Allee-Süd,Entire home/apt,$56.00,52.51461,13.45033
252933,Room vibrant but cozy Schoeneberg,,Schöneberg-Nord,Private room,$25.00,52.49839,13.35009
252967,Pension am Traveplatz Zimmer 1,,Frankfurter Allee Süd FK,Private room,$35.00,52.51181999999999,13.47093
252993,Pension am Traveplatz Zimmer 2,,Frankfurter Allee Süd FK,Private room,$30.00,52.51181999999999,13.47093
253005,Pension am Traveplatz Zimmer 3,"Berlin, Germany",Frankfurter Allee Süd FK,Private room,$30.00,52.51181999999999,13.47093
254551,Holiday at Charlottenburgcastle ...,,Schloß Charlottenburg,Entire home/apt,$32.00,52.521980000000006,13.29832
254559,"""Picture perfect"" at the Palace ...",,Mierendorffplatz,Entire home/apt,$65.00,52.52324,13.299120000000002
254762,Cosy StudioFlat in trendy Kreuzberg,,nördliche Luisenstadt,Entire home/apt,$80.00,52.50323,13.43322
254788,Cosy Flat in Kreuzberg 36!,,Südliche Friedrichstadt,Entire home/apt,$50.00,52.49768,13.41314
255368,Very Well Located Room in Neukolln's Trendy Area!,"Berlin, Germany",Reuterstraße,Private room,$18.00,52.48727,13.42885
255557,Cosy studio FridayBerlin for you,,Frankfurter Allee Süd FK,Entire home/apt,$59.00,52.50786,13.46703
255722,Renovated apt in an old building,,Tempelhofer Vorstadt,Entire home/apt,$65.00,52.49707,13.3849
255778,Beautiful apt. in a great location,,südliche Luisenstadt,Entire home/apt,$95.00,52.49701,13.4437
255829,Idyllic located Apartment,,Lichtenrade,Entire home/apt,$58.00,52.39179,13.41011
255912,Apartment in a great location,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$69.00,52.50876,13.46817
256058,TOP Furnished Room in Graefekiez,,Tempelhofer Vorstadt,Private room,$36.00,52.49429,13.41749
257317,Apartment in the heart of Berlin,,Albrechtstr.,Entire home/apt,$65.00,52.46267,13.34238
257373,Sunny Boutique Studio in Center,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$111.00,52.53949,13.41615
257766,100 qm Penthouse-Loft Berlin-Mitte,,Regierungsviertel,Entire home/apt,$116.00,52.51908,13.39615
263817,Lovely_room_Berlin_Neukölln,"Berlin, Germany",Reuterstraße,Private room,$29.00,52.4893,13.42606
264459,"Central, cosy and one-of-a-kind","Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$35.00,52.532030000000006,13.41705
265354,Nice apartment in Berlin,"Berlin, Germany",Karl-Marx-Allee-Süd,Private room,$104.00,52.50977,13.44602
265389,Beautiful single room in Berlin,"Berlin, Germany",Karl-Marx-Allee-Süd,Private room,$48.00,52.50977,13.44602
265394,Stylish double room in Berlin,"Berlin, Germany",Karl-Marx-Allee-Süd,Private room,$55.00,52.50977,13.44602
265400,Lovely 2-bed room in Berlin,"Berlin, Germany",Karl-Marx-Allee-Süd,Private room,$46.00,52.50977,13.44602
265402,Nice room for 3 persons,"Berlin, Germany",Karl-Marx-Allee-Süd,Shared room,$29.00,52.50977,13.44602
265408,Elegant 4-bed room in Berlin,"Berlin, Germany",Karl-Marx-Allee-Süd,Shared room,$34.00,52.50977,13.44602
265955,Top Central Charming Relaxed Berlin,,Schöneberg-Nord,Entire home/apt,$42.00,52.49164,13.34994
266086,Private Ferienwohnung in Berlin,,Baumschulenweg,Entire home/apt,$85.00,52.45117,13.48789
267181,Room with bathroom near center,,Karlshorst,Private room,$45.00,52.476580000000006,13.50841
267399,Attention to Every Little Detail.,"Berlin, Germany",Reuterstraße,Entire home/apt,$80.00,52.48936,13.426429999999998
267951,Modernes Apartment in Berlin P´berg,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$65.00,52.54416,13.42026
268910,Southeast of Berlin - fantastic apartment,"Berlin, Germany",Altglienicke,Entire home/apt,$45.00,52.41733,13.54189
268974,Flat Familie Heucke,,Rudow,Entire home/apt,$56.00,52.41939,13.48618
269455,rent a flat or room in kreuzberg,,Tempelhofer Vorstadt,Entire home/apt,$65.00,52.495630000000006,13.40094
270477,QUIET GARDEN APT(child friendly),,Helmholtzplatz,Entire home/apt,$47.00,52.54336,13.41736
273011,Luxurious 2BR in prime location,"Berlin, Germany",Halensee,Entire home/apt,$125.00,52.49741,13.29651
273076,"nice apartment in Samoastr., Berlin",,Wedding Zentrum,Entire home/apt,$65.00,52.54179,13.35419
